qnrnumb,visit,howoft,likenet,research,safeweb,goodtool,notouse,another,likeproc,hassle,visits,friend,billbrd,banner,surfing,sengine,tv,theater,nwspaper,other,easyuse,helpful,positive,useonly,influenc,secure,didbuy,better,howmuch,safe,wanttest,price,tradein,handson,checkit,noweeks,worth,sticker,actual,age,marital,children,educate,race,income,gender
480.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,6.0,No,No,No,Yes,Yes,Yes,No,No,No,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,5.0,11000.0,16000.0,15000.0,28.0,Divorced,1.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
481.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,No,,,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,1.0,11000.0,15000.0,13000.0,35.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
482.0,Yes,Often,Neutral,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,10.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Neutral,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,3.0,7000.0,11000.0,8000.0,28.0,Single,,High school,Black,"$65,000 - $80,000",Male
483.0,Yes,Occasionally,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,No,,,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,6.0,13000.0,20000.0,19000.0,45.0,Married,2.0,Some college,Caucasian,"$95,000 - $110,000",Male
484.0,Yes,Often,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,10.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,4.0,10000.0,15000.0,13000.0,32.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
485.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,5.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,7.0,19000.0,25000.0,23000.0,29.0,Married,2.0,Other,Hispanic,"Over $110,000",Male
486.0,Yes,Occasionally,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Somewhat better,Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,2.0,5000.0,12000.0,9000.0,25.0,Married,2.0,Less than high school,Caucasian,"$50,000 - $65,000",Female
487.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,7.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Agree,Agree,Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,8.0,2000.0,10000.0,8000.0,36.0,Single,,High school,Hispanic,"$65,000 - $80,000",Male
488.0,Yes,Almost never,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,4.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,1.0,19000.0,23000.0,22000.0,33.0,Married,2.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
489.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,7.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,4.0,10000.0,15000.0,12000.0,49.0,Married,2.0,Some college,Asian,"$95,000 - $110,000",Male
490.0,Yes,Occasionally,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Agree,7.0,No,No,No,No,Yes,No,No,No,No,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,5000.0,10000.0,8000.0,45.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
491.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree,6.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Disagree,Agree,Neutral,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,4.0,13000.0,15000.0,13000.0,53.0,Married,1.0,Graduate degree,Black,"Over $110,000",Female
492.0,Yes,Often,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,9.0,Yes,No,No,Yes,No,Yes,No,No,No,Neutral,Neutral,Agree,Neutral,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,5.0,8000.0,11000.0,9000.0,33.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
493.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,8.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,10.0,4000.0,10000.0,8000.0,28.0,Single,,Less than high school,Caucasian,"Under $35,000",Male
494.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,7.0,10000.0,14000.0,12000.0,46.0,Single,,Some college,Caucasian,"$35,000 - $50,000",Male
495.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,1.0,No,No,No,Yes,No,No,No,No,No,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes,Just a bit better,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,4.0,8000.0,12000.0,9000.0,37.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
496.0,Yes,Often,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,5.0,No,No,No,No,No,Yes,No,No,No,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,5.0,16000.0,22000.0,20000.0,39.0,Single,,High school,Asian,"$65,000 - $80,000",Male
497.0,Yes,Often,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,9.0,No,No,No,No,No,No,No,No,No,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,13000.0,18000.0,17000.0,34.0,Married,0.0,Other,Caucasian,"Over $110,000",Male
498.0,Yes,Very often,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,8.0,Yes,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,No,,,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,17000.0,22000.0,20000.0,36.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
499.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,Yes,No,No,No,No,No,No,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,4.0,2000.0,10000.0,8000.0,54.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
500.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,14.0,No,No,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,5.0,8000.0,14000.0,12000.0,36.0,Married,1.0,Undergraduate degree,Black,"$95,000 - $110,000",Male
501.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,5.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,1.0,11000.0,16000.0,14000.0,42.0,Divorced,1.0,Undergraduate degree,Asian,"$95,000 - $110,000",Male
502.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,6.0,No,No,Yes,No,No,No,No,No,No,Disagree,Neutral,Neutral,Neutral,Agree,Agree,No,,,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,3.0,8000.0,13000.0,10000.0,47.0,Divorced,2.0,Undergraduate degree,Caucasian,"$35,000 - $50,000",Female
503.0,Yes,Almost never,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,3.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,5.0,8000.0,14000.0,12000.0,38.0,Single,,Undergraduate degree,Hispanic,"$80,000 - $95,000",Male
504.0,Yes,Often,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,7.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7.0,2000.0,10000.0,8000.0,22.0,Single,,Some college,Black,"Under $35,000",Male
505.0,Yes,Often,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,8.0,No,No,No,No,No,Yes,No,Yes,No,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,No,,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,1.0,14000.0,19000.0,17000.0,27.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
506.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,1.0,No,No,No,No,No,Yes,No,No,No,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,No,,,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,1.0,7000.0,11000.0,9000.0,24.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
507.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,10.0,No,No,No,No,Yes,No,No,No,Yes,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,3.0,16000.0,21000.0,17000.0,27.0,Married,1.0,Graduate degree,Caucasian,"Over $110,000",Male
508.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,3.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,3.0,10000.0,14000.0,13000.0,48.0,Married,0.0,Undergraduate degree,Black,"Over $110,000",Male
509.0,Yes,Very often,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,10.0,No,No,No,Yes,Yes,Yes,No,No,No,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,1.0,9000.0,13000.0,11000.0,41.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
510.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Disagree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,3.0,16000.0,20000.0,18000.0,32.0,Divorced,1.0,Some college,Caucasian,"$65,000 - $80,000",Male
511.0,Yes,Almost never,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,6.0,No,No,No,No,No,No,No,No,No,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,10000.0,15000.0,14000.0,38.0,Divorced,2.0,Some college,Asian,"Under $35,000",Male
512.0,Yes,Almost never,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,3.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,1.0,10000.0,16000.0,14000.0,23.0,Married,2.0,Undergraduate degree,Asian,"$80,000 - $95,000",Male
513.0,Yes,Almost never,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,7.0,No,No,Yes,Yes,Yes,Yes,No,No,No,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Much better,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,1.0,14000.0,21000.0,18000.0,31.0,Married,1.0,Other,Caucasian,"Over $110,000",Male
514.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,Yes,Yes,Yes,Yes,No,No,No,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Yes,A great deal better,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,6.0,6000.0,10000.0,6000.0,34.0,Separated,0.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
515.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,6.0,No,No,No,No,No,No,No,No,No,Agree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,No,,,Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Disagree,3.0,20000.0,24000.0,22000.0,51.0,Single,,High school,Caucasian,"$80,000 - $95,000",Male
516.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,2.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,No,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,16000.0,21000.0,19000.0,37.0,Married,1.0,Other,Caucasian,"Over $110,000",Female
517.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,1.0,,10000.0,7000.0,38.0,Married,1.0,Less than high school,Caucasian,"$35,000 - $50,000",Male
518.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,5.0,No,No,No,No,No,No,No,No,No,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,4.0,1000.0,10000.0,8000.0,30.0,Single,,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
519.0,Yes,Very often,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,13.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,19000.0,23000.0,21000.0,43.0,Married,1.0,Other,Caucasian,"Over $110,000",Male
520.0,Yes,Occasionally,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,5.0,No,No,No,No,No,No,No,No,No,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,No,,,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,6.0,1000.0,10000.0,7000.0,29.0,Married,2.0,Less than high school,Caucasian,"$35,000 - $50,000",Male
521.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Disagree,2.0,16000.0,20000.0,18000.0,37.0,Single,,Graduate degree,Caucasian,"Over $110,000",Female
522.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Neutral,12.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,10000.0,15000.0,13000.0,28.0,Single,,High school,Black,"$65,000 - $80,000",Male
523.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,5.0,,10000.0,8000.0,32.0,Single,,Graduate degree,Asian,"Under $35,000",Female
524.0,Yes,Often,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,6.0,No,No,No,No,No,No,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Neutral,5.0,4000.0,10000.0,8000.0,40.0,Married,2.0,High school,Caucasian,"$80,000 - $95,000",Female
525.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,7.0,No,No,No,No,Yes,No,No,No,No,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,No,,,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,5.0,7000.0,12000.0,10000.0,40.0,Single,,Some college,Caucasian,"$50,000 - $65,000",Male
526.0,Yes,Very often,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,12.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,1.0,1000.0,10000.0,8000.0,33.0,Single,,Other,Black,"Under $35,000",Male
527.0,Yes,Almost never,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Neutral,1.0,Yes,Yes,No,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,20000.0,28000.0,26000.0,50.0,Single,,Graduate degree,Other,"Over $110,000",Female
528.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,1.0,No,No,No,No,Yes,No,No,No,No,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,4.0,14000.0,18000.0,16000.0,44.0,Single,,High school,Caucasian,"$80,000 - $95,000",Male
529.0,Yes,Often,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,8.0,No,No,No,Yes,No,Yes,No,No,No,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,1.0,10000.0,15000.0,13000.0,24.0,Married,2.0,Graduate degree,Black,"$95,000 - $110,000",Male
530.0,Yes,Often,Neutral,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,12.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,4.0,6000.0,10000.0,8000.0,33.0,Separated,1.0,High school,Caucasian,"$50,000 - $65,000",Male
531.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,2.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Yes,No,,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,1.0,9000.0,13000.0,10000.0,33.0,Married,0.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
532.0,Yes,Almost never,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,8.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Agree,Disagree,Agree,Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,6.0,8000.0,13000.0,11000.0,41.0,Single,,Undergraduate degree,Black,"$95,000 - $110,000",Male
533.0,Yes,Occasionally,Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,5.0,No,No,No,No,No,No,No,No,No,Strongly Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,No,,,Neutral,Agree,Agree,Agree,Agree,Neutral,1.0,3000.0,10000.0,8000.0,45.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
534.0,Yes,Almost never,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,7.0,No,No,Yes,No,Yes,No,No,No,No,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,3.0,3000.0,10000.0,7000.0,38.0,Single,,High school,Black,"$50,000 - $65,000",Male
535.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,3.0,No,No,No,Yes,No,Yes,No,No,No,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,No,,,Disagree,Agree,Disagree,Strongly Agree,Neutral,Neutral,1.0,13000.0,18000.0,17000.0,27.0,Married,2.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
536.0,Yes,Very often,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,No,No,Yes,No,Yes,No,No,Strongly Agree,Disagree,Neutral,Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,3.0,12000.0,17000.0,15000.0,30.0,Married,2.0,Other,Caucasian,"Over $110,000",Male
537.0,Yes,Occasionally,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,7.0,No,No,Yes,Yes,No,Yes,No,No,No,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Somewhat better,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,2.0,2000.0,10000.0,6000.0,27.0,Married,0.0,Undergraduate degree,Hispanic,"Under $35,000",Female
